rider_id,city,join_date,rider_segment
R000666,Dhaka,2024-07-31,Regular
R000667,Dhaka,2024-10-01,Premium
R000668,Sylhet,2024-08-20,Regular
R000669,Dhaka,2024-07-02,Regular
R000670,Dhaka,2024-09-06,Budget
R000671,Dhaka,2024-08-25,Regular
R000672,Chattogram,2024-08-02,Regular
R000673,Chattogram,2024-08-18,Budget
R000674,Dhaka,2024-08-26,Budget
R000675,Sylhet,2024-08-10,Budget
R000676,Chattogram,2024-08-25,Regular
R000677,Dhaka,2024-07-09,Regular
R000678,Dhaka,2024-08-04,Premium
R000679,Sylhet,2024-09-24,Budget
R000680,Dhaka,2024-08-03,Regular
R000681,Sylhet,2024-07-05,Budget
R000682,Chattogram,2024-07-12,Regular
R000683,Chattogram,2024-08-18,Budget
R000684,Chattogram,2024-08-30,Premium
R000685,Dhaka,2024-08-08,Budget
R000686,Sylhet,2024-07-05,Budget
R000687,Chattogram,2024-10-15,Regular
R000688,Dhaka,2024-07-24,Premium
R000689,Dhaka,2024-07-16,Regular
R000690,Dhaka,2024-10-23,Regular
R000691,Dhaka,2024-09-15,Budget
R000692,Sylhet,2024-07-15,Budget
R000693,Chattogram,2024-08-30,Budget
R000694,Chattogram,2024-07-24,Budget
R000695,Sylhet,2024-09-13,Regular
R000696,Dhaka,2024-07-02,Budget
R000697,Dhaka,2024-10-26,Regular
R000698,Dhaka,2024-10-12,Regular
R000699,Dhaka,2024-07-16,Budget
R000700,Chattogram,2024-10-01,Regular
R000701,Dhaka,2024-07-11,Budget
R000702,Dhaka,2024-08-02,Regular
R000703,Chattogram,2024-08-08,Regular
R000704,Chattogram,2024-09-11,Regular
R000705,Dhaka,2024-09-13,Premium
R000706,Dhaka,2024-10-02,Budget
R000707,Dhaka,2024-07-28,Budget
R000708,Dhaka,2024-08-13,Premium
R000709,Dhaka,2024-10-27,Budget
R000710,Dhaka,2024-08-13,Premium
R000711,Dhaka,2024-09-25,Regular
R000712,Dhaka,2024-10-11,Budget
R000713,Sylhet,2024-10-22,Premium
R000714,Dhaka,2024-07-11,Premium
R000715,Chattogram,2024-10-09,Premium
R000716,Dhaka,2024-09-10,Regular
R000717,Dhaka,2024-08-21,Regular
R000718,Dhaka,2024-10-01,Budget
R000719,Dhaka,2024-07-27,Regular
R000720,Dhaka,2024-07-03,Regular
R000721,Sylhet,2024-10-02,Budget
R000722,Chattogram,2024-09-24,Budget
R000723,Chattogram,2024-08-17,Budget
R000724,Chattogram,2024-07-19,Regular
R000725,Sylhet,2024-09-20,Regular
R000726,Dhaka,2024-07-14,Regular
R000727,Chattogram,2024-09-26,Regular
R000728,Dhaka,2024-10-26,Premium
R000729,Chattogram,2024-07-31,Regular
R000730,Dhaka,2024-09-18,Regular
R000731,Dhaka,2024-09-10,Regular
R000732,Dhaka,2024-07-19,Regular
R000733,Sylhet,2024-08-04,Budget
R000734,Sylhet,2024-10-06,Budget
R000735,Chattogram,2024-07-12,Regular
R000736,Dhaka,2024-09-02,Regular
R000737,Chattogram,2024-09-17,Budget
R000738,Dhaka,2024-08-25,Regular
R000739,Chattogram,2024-10-26,Regular
R000740,Chattogram,2024-07-20,Budget
R000741,Chattogram,2024-08-30,Budget
R000742,Dhaka,2024-08-08,Budget
R000743,Dhaka,2024-09-28,Budget
R000744,Dhaka,2024-09-10,Regular
R000745,Dhaka,2024-07-06,Budget
R000746,Dhaka,2024-08-18,Budget
R000747,Dhaka,2024-10-01,Budget
R000748,Chattogram,2024-08-23,Regular
R000749,Chattogram,2024-07-03,Regular
R000750,Dhaka,2024-08-12,Premium
R000751,Dhaka,2024-10-13,Regular
R000752,Dhaka,2024-09-04,Budget
R000753,Dhaka,2024-09-08,Budget
R000754,Dhaka,2024-09-23,Regular
R000755,Chattogram,2024-07-29,Regular
R000756,Chattogram,2024-07-05,Regular
R000757,Sylhet,2024-08-24,Budget
R000758,Dhaka,2024-07-22,Budget
R000759,Chattogram,2024-07-09,Premium
R000760,Dhaka,2024-10-20,Premium
R000761,Dhaka,2024-10-14,Premium
R000762,Dhaka,2024-10-12,Budget
R000763,Dhaka,2024-09-05,Budget
R000764,Dhaka,2024-07-12,Budget
R000765,Chattogram,2024-10-02,Regular
R000766,Dhaka,2024-09-20,Regular
R000767,Chattogram,2024-10-15,Budget
R000768,Dhaka,2024-08-31,Budget
R000769,Dhaka,2024-08-12,Regular
R000770,Dhaka,2024-07-01,Regular
R000771,Chattogram,2024-08-09,Budget
R000772,Dhaka,2024-08-24,Budget
R000773,Sylhet,2024-08-24,Regular
R000774,Chattogram,2024-09-08,Regular
R000775,Dhaka,2024-09-02,Regular
R000776,Sylhet,2024-07-16,Regular
R000777,Chattogram,2024-10-04,Premium
R000778,Dhaka,2024-08-12,Budget
R000779,Chattogram,2024-08-16,Budget
R000780,Chattogram,2024-09-01,Premium
R000781,Dhaka,2024-10-26,Budget
R000782,Chattogram,2024-07-14,Budget
R000783,Chattogram,2024-07-15,Budget
R000784,Chattogram,2024-07-28,Budget
R000785,Chattogram,2024-09-17,Regular
R000786,Dhaka,2024-10-17,Budget
R000787,Chattogram,2024-10-21,Premium
R000788,Dhaka,2024-10-08,Budget
R000789,Dhaka,2024-07-13,Regular
R000790,Chattogram,2024-07-31,Regular
R000791,Dhaka,2024-09-04,Budget
R000792,Dhaka,2024-10-25,Regular
R000793,Sylhet,2024-09-01,Budget
R000794,Chattogram,2024-10-26,Budget
R000795,Dhaka,2024-07-08,Regular
R000796,Chattogram,2024-10-17,Premium
R000797,Dhaka,2024-10-15,Budget
R000798,Chattogram,2024-07-13,Regular
R000799,Dhaka,2024-09-22,Budget
R000800,Dhaka,2024-09-06,Premium
R000801,Dhaka,2024-09-23,Budget
R000802,Dhaka,2024-08-02,Budget
R000803,Dhaka,2024-07-17,Regular
R000804,Dhaka,2024-08-28,Regular
R000805,Dhaka,2024-09-10,Regular
R000806,Chattogram,2024-08-07,Regular
R000807,Dhaka,2024-07-05,Budget
R000808,Dhaka,2024-09-05,Regular
R000809,Sylhet,2024-08-19,Regular
R000810,Dhaka,2024-08-24,Regular
R000811,Dhaka,2024-07-06,Budget
R000812,Dhaka,2024-10-13,Premium
R000813,Dhaka,2024-10-20,Regular
R000814,Dhaka,2024-09-26,Regular
R000815,Dhaka,2024-09-03,Regular
R000816,Chattogram,2024-10-01,Budget
R000817,Chattogram,2024-10-13,Regular
R000818,Sylhet,2024-09-24,Budget
R000819,Dhaka,2024-09-17,Budget
R000820,Sylhet,2024-07-12,Premium
R000821,Dhaka,2024-07-10,Regular
R000822,Dhaka,2024-10-13,Regular
R000823,Dhaka,2024-07-02,Regular
R000824,Dhaka,2024-09-25,Regular
R000825,Chattogram,2024-09-01,Regular
R000826,Dhaka,2024-07-20,Budget
R000827,Dhaka,2024-10-13,Budget
R000828,Dhaka,2024-07-15,Premium
R000829,Dhaka,2024-08-10,Budget
R000830,Dhaka,2024-10-15,Budget
R000831,Chattogram,2024-08-30,Regular
R000832,Sylhet,2024-07-15,Regular
R000833,Sylhet,2024-07-26,Premium
R000834,Dhaka,2024-09-21,Premium
R000835,Dhaka,2024-07-17,Regular
R000836,Dhaka,2024-08-01,Premium
R000837,Chattogram,2024-08-22,Regular
R000838,Chattogram,2024-10-13,Budget
R000839,Dhaka,2024-08-11,Budget
R000840,Dhaka,2024-09-28,Regular
R000841,Dhaka,2024-09-11,Premium
R000842,Chattogram,2024-10-23,Regular
R000843,Dhaka,2024-09-20,Premium
R000844,Sylhet,2024-07-26,Regular
R000845,Chattogram,2024-09-01,Regular
R000846,Dhaka,2024-09-02,Regular
R000847,Dhaka,2024-10-08,Budget
R000848,Dhaka,2024-09-22,Budget
R000849,Dhaka,2024-08-10,Budget
R000850,Sylhet,2024-07-19,Regular
R000851,Sylhet,2024-08-29,Budget
R000852,Dhaka,2024-09-08,Regular
R000853,Dhaka,2024-10-03,Budget
R000854,Chattogram,2024-07-10,Budget
R000855,Chattogram,2024-10-19,Regular
R000856,Dhaka,2024-09-25,Budget
R000857,Chattogram,2024-08-21,Regular
R000858,Dhaka,2024-07-21,Premium
R000859,Dhaka,2024-10-15,Regular
R000860,Sylhet,2024-08-30,Budget
R000861,Dhaka,2024-09-08,Budget
R000862,Dhaka,2024-08-30,Budget
R000863,Chattogram,2024-08-10,Budget
R000864,Dhaka,2024-10-05,Premium
R000865,Chattogram,2024-08-04,Regular
R000866,Dhaka,2024-08-02,Regular
R000867,Dhaka,2024-09-26,Budget
R000868,Dhaka,2024-07-17,Premium
R000869,Dhaka,2024-07-22,Budget
R000870,Dhaka,2024-09-27,Budget
R000871,Chattogram,2024-08-19,Regular
R000872,Chattogram,2024-10-03,Budget
R000873,Dhaka,2024-08-05,Regular
R000874,Dhaka,2024-08-23,Budget
R000875,Chattogram,2024-09-30,Budget
R000876,Dhaka,2024-10-10,Budget
R000877,Dhaka,2024-08-14,Budget
R000878,Sylhet,2024-09-23,Regular
R000879,Sylhet,2024-10-06,Regular
R000880,Dhaka,2024-08-09,Regular
R000881,Dhaka,2024-10-27,Regular
R000882,Dhaka,2024-08-11,Regular
R000883,Dhaka,2024-10-13,Budget
R000884,Chattogram,2024-09-23,Regular
R000885,Dhaka,2024-10-15,Budget
R000886,Dhaka,2024-10-29,Regular
R000887,Chattogram,2024-08-26,Premium
R000888,Chattogram,2024-08-25,Budget
R000889,Chattogram,2024-08-27,Budget
R000890,Dhaka,2024-08-31,Regular
R000891,Dhaka,2024-10-26,Premium
R000892,Dhaka,2024-09-16,Regular
R000893,Chattogram,2024-07-23,Premium
R000894,Chattogram,2024-07-10,Regular
R000895,Dhaka,2024-07-25,Regular
R000896,Dhaka,2024-08-08,Regular
R000897,Dhaka,2024-10-27,Regular
R000898,Dhaka,2024-08-26,Budget
R000899,Chattogram,2024-10-01,Budget
R000900,Dhaka,2024-08-26,Budget
R000901,Sylhet,2024-10-27,Regular
R000902,Dhaka,2024-09-28,Budget
R000903,Dhaka,2024-07-14,Regular
R000904,Chattogram,2024-07-13,Budget
R000905,Dhaka,2024-09-06,Budget
R000906,Chattogram,2024-10-01,Regular
R000907,Dhaka,2024-09-06,Budget
R000908,Dhaka,2024-07-11,Premium
R000909,Dhaka,2024-07-27,Regular
R000910,Chattogram,2024-09-24,Budget
R000911,Dhaka,2024-08-04,Budget
R000912,Chattogram,2024-07-10,Regular
R000913,Chattogram,2024-10-21,Regular
R000914,Dhaka,2024-08-24,Premium
R000915,Chattogram,2024-10-13,Budget
R000916,Sylhet,2024-07-29,Regular
R000917,Dhaka,2024-07-01,Regular
R000918,Chattogram,2024-09-05,Regular
R000919,Dhaka,2024-08-17,Budget
R000920,Sylhet,2024-10-02,Budget
R000921,Dhaka,2024-09-06,Budget
R000922,Dhaka,2024-09-02,Regular
R000923,Sylhet,2024-07-08,Budget
R000924,Dhaka,2024-10-19,Budget
R000925,Chattogram,2024-10-01,Regular
R000926,Dhaka,2024-07-27,Regular
R000927,Chattogram,2024-10-18,Regular
R000928,Sylhet,2024-07-21,Budget
R000929,Chattogram,2024-08-22,Regular
R000930,Chattogram,2024-08-09,Regular
R000931,Chattogram,2024-09-29,Regular
R000932,Dhaka,2024-09-06,Regular
R000933,Sylhet,2024-10-04,Premium
R000934,Dhaka,2024-07-17,Budget
R000935,Dhaka,2024-09-01,Regular
R000936,Chattogram,2024-07-13,Budget
R000937,Dhaka,2024-09-30,Regular
R000938,Chattogram,2024-10-10,Regular
R000939,Dhaka,2024-09-22,Regular
R000940,Dhaka,2024-07-12,Regular
R000941,Chattogram,2024-07-12,Premium
R000942,Chattogram,2024-08-23,Regular
R000943,Dhaka,2024-07-25,Regular
R000944,Dhaka,2024-09-03,Budget
R000945,Chattogram,2024-07-12,Premium
R000946,Dhaka,2024-09-25,Budget
R000947,Chattogram,2024-08-26,Budget
R000948,Dhaka,2024-10-21,Regular
R000949,Chattogram,2024-10-19,Budget
R000950,Dhaka,2024-08-25,Regular
R000951,Dhaka,2024-08-02,Budget
R000952,Chattogram,2024-09-30,Budget
R000953,Chattogram,2024-09-05,Budget
R000954,Sylhet,2024-07-26,Budget
R000955,Dhaka,2024-08-28,Budget
R000956,Dhaka,2024-07-11,Premium
R000957,Sylhet,2024-09-15,Budget
R000958,Dhaka,2024-10-25,Regular
R000959,Chattogram,2024-10-07,Regular
R000960,Dhaka,2024-07-25,Budget
R000961,Chattogram,2024-08-09,Budget
R000962,Chattogram,2024-09-26,Budget
R000963,Chattogram,2024-07-28,Budget
R000964,Dhaka,2024-09-07,Regular
R000965,Chattogram,2024-07-26,Budget
R000966,Dhaka,2024-09-12,Regular
R000967,Dhaka,2024-10-22,Regular
R000968,Chattogram,2024-10-27,Regular
R000969,Dhaka,2024-10-09,Regular
R000970,Dhaka,2024-08-15,Budget
R000971,Dhaka,2024-10-10,Budget
R000972,Chattogram,2024-09-24,Regular
R000973,Chattogram,2024-07-24,Regular
R000974,Dhaka,2024-10-01,Budget
R000975,Dhaka,2024-10-18,Budget
R000976,Dhaka,2024-08-17,Budget
R000977,Dhaka,2024-09-09,Regular
R000978,Sylhet,2024-07-03,Premium
R000979,Chattogram,2024-09-20,Budget
R000980,Chattogram,2024-09-08,Regular
R000981,Dhaka,2024-10-18,Budget
R000982,Chattogram,2024-10-04,Budget
R000983,Dhaka,2024-10-10,Regular
R000984,Dhaka,2024-09-30,Budget
R000985,Dhaka,2024-09-18,Budget
R000986,Dhaka,2024-10-07,Regular
R000987,Dhaka,2024-07-03,Regular
R000988,Dhaka,2024-10-10,Premium
R000989,Dhaka,2024-08-30,Budget
R000990,Chattogram,2024-07-05,Regular
R000991,Dhaka,2024-09-30,Regular
R000992,Dhaka,2024-08-02,Regular
R000993,Dhaka,2024-08-24,Budget
R000994,Chattogram,2024-09-10,Regular
R000995,Dhaka,2024-10-29,Regular
R000996,Chattogram,2024-07-20,Budget
R000997,Chattogram,2024-08-21,Budget
R000998,Chattogram,2024-10-29,Regular
R000999,Sylhet,2024-09-10,Budget
R001000,Dhaka,2024-10-23,Budget
R001001,Dhaka,2024-07-19,Budget
R001002,Sylhet,2024-08-16,Budget
R001003,Dhaka,2024-09-11,Regular
R001004,Dhaka,2024-09-19,Regular
R001005,Dhaka,2024-09-06,Regular
R001006,Dhaka,2024-07-01,Budget
R001007,Sylhet,2024-08-15,Budget
R001008,Dhaka,2024-10-28,Budget
R001009,Dhaka,2024-07-09,Premium
R001010,Dhaka,2024-09-21,Regular
R001011,Sylhet,2024-10-05,Regular
R001012,Sylhet,2024-09-21,Budget
R001013,Dhaka,2024-10-05,Budget
R001014,Chattogram,2024-07-05,Premium
R001015,Dhaka,2024-07-15,Regular
R001016,Dhaka,2024-08-28,Regular
R001017,Dhaka,2024-10-01,Premium
R001018,Chattogram,2024-09-20,Budget
R001019,Dhaka,2024-09-21,Budget
R001020,Dhaka,2024-07-18,Budget
R001021,Chattogram,2024-09-27,Regular
R001022,Dhaka,2024-09-26,Budget
R001023,Chattogram,2024-08-22,Regular
R001024,Dhaka,2024-08-25,Regular
R001025,Dhaka,2024-09-15,Budget
R001026,Dhaka,2024-08-03,Regular
R001027,Dhaka,2024-08-25,Premium
R001028,Chattogram,2024-08-07,Regular
R001029,Dhaka,2024-09-29,Budget
R001030,Chattogram,2024-09-16,Regular
R001031,Dhaka,2024-09-13,Regular
R001032,Chattogram,2024-08-19,Regular
R001033,Dhaka,2024-07-03,Regular
R001034,Dhaka,2024-09-11,Budget
R001035,Dhaka,2024-10-15,Budget
R001036,Chattogram,2024-10-23,Regular
R001037,Dhaka,2024-10-25,Premium
R001038,Chattogram,2024-07-05,Premium
R001039,Dhaka,2024-09-19,Regular
R001040,Sylhet,2024-07-15,Regular
R001041,Dhaka,2024-10-20,Budget
R001042,Dhaka,2024-09-03,Premium
R001043,Dhaka,2024-08-24,Regular
R001044,Dhaka,2024-08-13,Regular
R001045,Chattogram,2024-07-27,Budget
R001046,Chattogram,2024-07-17,Premium
R001047,Dhaka,2024-08-09,Regular
R001048,Dhaka,2024-08-05,Regular
R001049,Dhaka,2024-09-28,Regular
R001050,Chattogram,2024-08-11,Budget
R001051,Sylhet,2024-09-26,Regular
R001052,Dhaka,2024-07-09,Regular
R001053,Chattogram,2024-08-20,Budget
R001054,Chattogram,2024-09-03,Premium
R001055,Dhaka,2024-09-18,Premium
R001056,Dhaka,2024-07-17,Budget
R001057,Dhaka,2024-08-18,Premium
R001058,Chattogram,2024-08-05,Budget
R001059,Dhaka,2024-09-25,Regular
R001060,Dhaka,2024-07-27,Premium
R001061,Chattogram,2024-07-03,Regular
R001062,Sylhet,2024-07-31,Budget
R001063,Sylhet,2024-09-19,Regular
R001064,Chattogram,2024-08-24,Budget
R001065,Chattogram,2024-10-18,Budget
R001066,Dhaka,2024-07-16,Budget
R001067,Dhaka,2024-09-19,Regular
R001068,Chattogram,2024-09-14,Premium
R001069,Dhaka,2024-08-25,Regular
R001070,Dhaka,2024-10-08,Premium
R001071,Chattogram,2024-10-01,Regular
R001072,Chattogram,2024-07-06,Budget
R001073,Dhaka,2024-10-12,Regular
R001074,Dhaka,2024-10-13,Budget
R001075,Dhaka,2024-08-10,Regular
R001076,Dhaka,2024-08-10,Budget
R001077,Chattogram,2024-09-22,Regular
R001078,Dhaka,2024-09-11,Budget
R001079,Dhaka,2024-08-24,Budget
R001080,Dhaka,2024-09-15,Regular
R001081,Chattogram,2024-07-11,Regular
R001082,Dhaka,2024-08-14,Regular
R001083,Dhaka,2024-07-09,Premium
R001084,Chattogram,2024-10-06,Budget
R001085,Chattogram,2024-08-03,Budget
R001086,Chattogram,2024-07-10,Budget
R001087,Dhaka,2024-10-26,Premium
R001088,Dhaka,2024-10-06,Regular
R001089,Dhaka,2024-08-26,Regular
R001090,Chattogram,2024-09-28,Regular
R001091,Dhaka,2024-09-05,Budget
R001092,Dhaka,2024-08-15,Budget
R001093,Chattogram,2024-10-14,Premium
R001094,Chattogram,2024-09-14,Regular
R001095,Chattogram,2024-07-03,Regular
R001096,Dhaka,2024-10-15,Premium
R001097,Chattogram,2024-10-29,Regular
R001098,Dhaka,2024-08-06,Budget
R001099,Dhaka,2024-08-31,Premium
R001100,Dhaka,2024-07-10,Budget
R001101,Sylhet,2024-10-18,Budget
R001102,Dhaka,2024-10-08,Budget
R001103,Chattogram,2024-07-28,Premium
R001104,Dhaka,2024-07-14,Premium
R001105,Dhaka,2024-08-28,Premium
R001106,Chattogram,2024-09-22,Regular
R001107,Dhaka,2024-09-23,Premium
R001108,Chattogram,2024-10-10,Budget
R001109,Chattogram,2024-07-13,Budget
R001110,Chattogram,2024-07-19,Budget
R001111,Chattogram,2024-08-11,Regular
R001112,Dhaka,2024-09-01,Budget
R001113,Dhaka,2024-10-15,Regular
R001114,Dhaka,2024-10-23,Regular
R001115,Dhaka,2024-09-25,Budget
R001116,Chattogram,2024-07-05,Budget
R001117,Sylhet,2024-07-13,Premium
R001118,Chattogram,2024-09-24,Regular
R001119,Chattogram,2024-09-16,Budget
R001120,Dhaka,2024-09-23,Budget
R001121,Chattogram,2024-08-06,Budget
R001122,Dhaka,2024-10-15,Premium
R001123,Chattogram,2024-07-02,Regular
R001124,Dhaka,2024-07-05,Regular
R001125,Dhaka,2024-09-24,Budget
R001126,Dhaka,2024-10-15,Premium
R001127,Chattogram,2024-10-03,Regular
R001128,Chattogram,2024-08-10,Regular
R001129,Dhaka,2024-09-04,Budget
R001130,Dhaka,2024-10-18,Budget
R001131,Chattogram,2024-09-17,Regular
R001132,Chattogram,2024-09-15,Budget
R001133,Chattogram,2024-10-21,Regular
R001134,Dhaka,2024-09-14,Regular
R001135,Dhaka,2024-07-12,Regular
R001136,Dhaka,2024-09-20,Budget
R001137,Dhaka,2024-07-14,Regular
R001138,Sylhet,2024-09-24,Regular
R001139,Chattogram,2024-07-20,Regular
R001140,Chattogram,2024-10-07,Budget
R001141,Dhaka,2024-08-23,Budget
R001142,Dhaka,2024-07-19,Budget
R001143,Dhaka,2024-10-04,Budget
R001144,Sylhet,2024-10-03,Budget
R001145,Dhaka,2024-08-01,Budget
R001146,Chattogram,2024-07-07,Budget
R001147,Dhaka,2024-07-15,Regular
R001148,Dhaka,2024-09-12,Budget
R001149,Dhaka,2024-08-13,Budget
R001150,Dhaka,2024-08-13,Budget
R001151,Chattogram,2024-10-26,Regular
R001152,Dhaka,2024-07-23,Budget
R001153,Sylhet,2024-08-16,Budget
R001154,Dhaka,2024-08-17,Regular
R001155,Dhaka,2024-09-20,Budget
R001156,Dhaka,2024-10-15,Premium
R001157,Dhaka,2024-10-09,Regular
R001158,Sylhet,2024-08-14,Budget
R001159,Dhaka,2024-09-16,Budget
R001160,Dhaka,2024-09-20,Budget
R001161,Sylhet,2024-09-18,Regular
R001162,Chattogram,2024-10-05,Budget
R001163,Chattogram,2024-08-08,Premium
R001164,Chattogram,2024-09-06,Budget
R001165,Chattogram,2024-09-23,Budget
R001166,Dhaka,2024-09-21,Budget
R001167,Chattogram,2024-08-22,Regular
R001168,Dhaka,2024-10-09,Budget
R001169,Dhaka,2024-10-10,Budget
R001170,Dhaka,2024-09-08,Budget
R001171,Chattogram,2024-07-19,Budget
R001172,Dhaka,2024-10-27,Budget
R001173,Sylhet,2024-10-25,Regular
R001174,Chattogram,2024-09-29,Budget
R001175,Dhaka,2024-08-09,Budget
R001176,Chattogram,2024-07-10,Premium
R001177,Chattogram,2024-07-12,Premium
R001178,Chattogram,2024-10-19,Budget
R001179,Sylhet,2024-09-22,Budget
R001180,Dhaka,2024-10-05,Budget
R001181,Dhaka,2024-08-26,Budget
R001182,Dhaka,2024-09-28,Regular
R001183,Dhaka,2024-09-03,Budget
R001184,Dhaka,2024-07-20,Regular
R001185,Dhaka,2024-08-07,Regular
R001186,Chattogram,2024-07-22,Regular
R001187,Chattogram,2024-08-20,Budget
R001188,Chattogram,2024-08-01,Budget
R001189,Dhaka,2024-07-14,Regular
R001190,Dhaka,2024-09-21,Regular
R001191,Chattogram,2024-10-02,Premium
R001192,Sylhet,2024-07-31,Budget
R001193,Dhaka,2024-08-13,Regular
R001194,Dhaka,2024-10-14,Regular
R001195,Chattogram,2024-08-24,Regular
R001196,Dhaka,2024-09-09,Budget
R001197,Dhaka,2024-09-19,Budget
R001198,Chattogram,2024-07-30,Budget
R001199,Dhaka,2024-07-21,Budget
R001200,Chattogram,2024-08-17,Regular
R001201,Dhaka,2024-07-30,Budget
R001202,Dhaka,2024-08-13,Budget
R001203,Chattogram,2024-08-29,Regular
R001204,Dhaka,2024-07-27,Budget
R001205,Sylhet,2024-10-24,Regular
R001206,Chattogram,2024-10-04,Budget
R001207,Dhaka,2024-09-27,Budget
R001208,Dhaka,2024-07-01,Premium
R001209,Dhaka,2024-09-17,Budget
R001210,Dhaka,2024-07-30,Budget
R001211,Dhaka,2024-09-08,Budget
R001212,Chattogram,2024-10-19,Regular
R001213,Dhaka,2024-10-27,Premium
R001214,Dhaka,2024-08-27,Premium
R001215,Dhaka,2024-10-07,Premium
R001216,Chattogram,2024-08-25,Regular
R001217,Sylhet,2024-07-11,Budget
R001218,Sylhet,2024-08-23,Budget
R001219,Dhaka,2024-10-19,Budget
R001220,Dhaka,2024-09-21,Budget
R001221,Dhaka,2024-07-31,Regular
R001222,Chattogram,2024-09-24,Regular
R001223,Dhaka,2024-09-17,Budget
R001224,Dhaka,2024-08-05,Budget
R001225,Dhaka,2024-10-25,Budget
R001226,Dhaka,2024-10-15,Premium
R001227,Dhaka,2024-09-01,Budget
R001228,Dhaka,2024-10-20,Budget
R001229,Dhaka,2024-07-06,Regular
R001230,Dhaka,2024-08-15,Budget
R001231,Sylhet,2024-09-28,Premium
R001232,Chattogram,2024-07-31,Regular
R001233,Chattogram,2024-09-11,Budget
R001234,Dhaka,2024-08-14,Budget
R001235,Dhaka,2024-09-29,Regular
R001236,Dhaka,2024-09-08,Premium
R001237,Sylhet,2024-07-09,Regular
R001238,Dhaka,2024-09-21,Premium
R001239,Dhaka,2024-08-01,Regular
R001240,Dhaka,2024-07-15,Regular
R001241,Dhaka,2024-09-04,Premium
R001242,Sylhet,2024-10-20,Budget
R001243,Dhaka,2024-09-21,Premium
R001244,Dhaka,2024-07-21,Premium
R001245,Dhaka,2024-09-10,Budget
R001246,Dhaka,2024-08-07,Budget
R001247,Chattogram,2024-08-15,Budget
R001248,Dhaka,2024-08-14,Regular
R001249,Dhaka,2024-09-12,Premium
R001250,Sylhet,2024-10-23,Budget
R001251,Chattogram,2024-08-24,Regular
R001252,Dhaka,2024-08-21,Premium
R001253,Dhaka,2024-07-17,Budget
R001254,Chattogram,2024-10-15,Budget
R001255,Chattogram,2024-09-01,Premium
R001256,Dhaka,2024-07-02,Premium
R001257,Dhaka,2024-08-18,Regular
R001258,Chattogram,2024-08-05,Premium
R001259,Dhaka,2024-09-26,Regular
R001260,Chattogram,2024-10-02,Regular
R001261,Chattogram,2024-08-22,Budget
R001262,Dhaka,2024-10-01,Budget
R001263,Chattogram,2024-10-24,Budget
R001264,Dhaka,2024-07-15,Premium
R001265,Dhaka,2024-08-16,Premium
R001266,Chattogram,2024-10-13,Regular
R001267,Dhaka,2024-07-18,Budget
R001268,Chattogram,2024-10-20,Regular
R001269,Chattogram,2024-09-22,Budget
R001270,Chattogram,2024-07-13,Regular
R001271,Chattogram,2024-09-25,Regular
R001272,Chattogram,2024-07-24,Regular
R001273,Dhaka,2024-08-18,Regular
R001274,Dhaka,2024-07-02,Budget
R001275,Dhaka,2024-10-10,Budget
R001276,Dhaka,2024-07-18,Budget
R001277,Chattogram,2024-07-30,Premium
R001278,Dhaka,2024-07-30,Premium
R001279,Dhaka,2024-09-30,Budget
R001280,Dhaka,2024-09-12,Regular
R001281,Chattogram,2024-08-24,Regular
R001282,Dhaka,2024-08-24,Budget
R001283,Dhaka,2024-10-10,Budget
R001284,Dhaka,2024-10-13,Budget
R001285,Chattogram,2024-10-11,Premium
R001286,Dhaka,2024-07-22,Premium
R001287,Dhaka,2024-08-20,Regular
R001288,Dhaka,2024-09-02,Regular
R001289,Sylhet,2024-08-17,Regular
R001290,Dhaka,2024-10-15,Regular
R001291,Dhaka,2024-08-23,Premium
R001292,Dhaka,2024-08-26,Budget
R001293,Dhaka,2024-07-25,Regular
R001294,Dhaka,2024-07-10,Regular
R001295,Dhaka,2024-10-20,Regular
R001296,Chattogram,2024-10-16,Regular
R001297,Dhaka,2024-10-25,Regular
R001298,Dhaka,2024-08-07,Regular
R001299,Dhaka,2024-10-10,Regular
R001300,Dhaka,2024-08-08,Budget
R001301,Chattogram,2024-08-29,Budget
R001302,Chattogram,2024-07-02,Budget
R001303,Dhaka,2024-10-18,Regular
R001304,Dhaka,2024-07-08,Budget
R001305,Chattogram,2024-08-02,Budget
R001306,Chattogram,2024-07-20,Budget
R001307,Dhaka,2024-07-15,Regular
R001308,Dhaka,2024-07-08,Budget
R001309,Dhaka,2024-07-13,Budget
R001310,Chattogram,2024-10-06,Budget
R001311,Chattogram,2024-08-24,Premium
R001312,Dhaka,2024-07-05,Premium
R001313,Dhaka,2024-09-06,Premium
R001314,Dhaka,2024-09-17,Regular
R001315,Dhaka,2024-09-06,Budget
